日期時間,雨量 (mm),日照度 (uE),大氣壓力 (mbar),環境溫度 (°C),環境濕度 (%),土壤濕度 (%),露點 (°C),風向 (deg),風速 (m/sec),陣風 (m/sec),土壤溫度 (°C),電力 (V)
2017-06-21 03:00:00,0,1,997.3,25.26,82.5,5.54,22.09,84,0,0,25.43,4.31,
2017-06-21 03:30:00,0,1,997.1,24.44,84.9,5.54,21.76,84,0,1,25.16,4.32,
2017-06-21 04:00:00,0,1,997,24.77,84.3,5.54,21.97,84,0,0,25.09,4.31,
2017-06-21 04:30:00,0,1,996.6,24.17,86.2,5.54,21.75,84,0,1,25.09,4.32,
2017-06-21 05:00:00,0,1,996.5,24.99,83.8,5.94,22.09,84,0,1,25.09,4.3,
2017-06-21 05:30:00,0,31,996.7,25.14,82.3,5.8,21.93,84,0,0,25.14,4.32,
2017-06-21 06:00:00,0,124,996.9,24.63,86,5.28,22.16,84,0,0.5,25.45,4.34,
2017-06-21 06:30:00,0,174,997.4,25.06,85.3,5.54,22.45,70,0,1.5,25.5,4.43,
2017-06-21 07:00:00,0,356,997.5,26.65,79.8,5.54,22.9,52,0,0.5,26.43,4.4,
2017-06-21 07:30:00,0,859,997.1,27.65,77.9,5.41,23.48,65,0,0.5,27.97,4.45,
2017-06-21 08:00:00,0,1,211,997.2,31.59,66.3,5.54,24.56,74,0,0.5,32.59,
2017-06-21 08:30:00,0,1,269,997.9,32.02,62,5.54,23.85,4,0,1.5,32.46,
2017-06-21 09:00:00,0,1,569,997.8,31.92,62.4,5.28,23.86,191,0.5,2,34.18,
2017-06-21 09:30:00,0,1,744,997.8,33.08,61.6,5.54,24.74,183,0.5,3,36.07,
2017-06-21 10:00:00,0,1,766,997.2,32.69,61.5,5.8,24.35,212,0.5,2.5,35.82,
2017-06-21 10:30:00,0,1,859,997.2,33.76,56.6,6.33,23.96,218,0.5,3.5,37.1,
2017-06-21 11:00:00,0,2,451,996.9,34.47,55.9,6.2,24.41,167,0.5,4,41.04,
2017-06-21 11:30:00,0,2,489,996.4,34.47,58.4,6.46,25.14,220,0.5,3.5,41.3,
2017-06-21 12:00:00,0,724,996.9,33.23,61.1,6.46,24.75,208,0.5,3.5,35.69,4.4,
2017-06-21 12:30:00,0,2,324,996.4,34.57,56.3,6.59,24.62,215,0.5,3.5,40.86,
2017-06-21 13:00:00,0,2,224,996,34.41,58.2,6.59,25.03,219,1,4,38.59,
2017-06-21 13:30:00,0,2,224,995.9,34.02,63.1,6.59,26.03,208,1.5,6,37.04,
2017-06-21 14:00:00,0,1,804,996,35.34,60.1,6.59,26.45,222,1.5,4.5,38.9,
2017-06-21 14:30:00,0,1,939,995.8,34.84,57.9,6.46,25.34,218,1,4,38.14,
2017-06-21 15:00:00,0,1,766,995.6,34.62,57.5,6.33,25.03,222,1,4.5,38.03,
2017-06-21 15:30:00,0,1,414,995.4,34.36,55.3,6.46,24.13,222,1,4.5,38.67,
2017-06-21 16:00:00,0,1,196,995.4,34.57,56.5,6.33,24.68,220,1,3.5,36.96,
2017-06-21 16:30:00,0,966,995.3,33.91,58.4,6.2,24.63,225,0.5,3.5,35.23,4.44,
2017-06-21 17:00:00,0,741,995.4,33.05,60.6,5.94,24.44,215,0.5,3.5,34.44,4.42,
2017-06-21 17:30:00,0,231,995.7,31.59,65.2,5.8,24.28,213,0.5,3,32.98,4.43,
2017-06-21 18:00:00,0,109,996.3,31.08,68.4,5.28,24.6,213,0,3,31.84,4.38,
2017-06-21 18:30:00,0,31,996.7,30.55,69,5.28,24.24,219,0,1.5,30.7,4.4,
2017-06-21 19:00:00,0,1,997.1,29.49,72.3,5.15,24.01,171,0,1.5,30.39,4.35,
2017-06-21 19:30:00,0,1,997.7,28.79,74.4,4.89,23.81,95,0.5,2,30.44,4.35,
2017-06-21 20:00:00,0,1,998.1,28.52,76.9,4.89,24.1,93,0,1,30.07,4.34,
2017-06-21 20:30:00,0,1,998.7,28.15,78.8,4.63,24.15,100,0,1.5,29.61,4.35,
2017-06-21 21:00:00,0,1,998.9,28.25,78.8,4.5,24.24,98,0.5,2,29.59,4.33,
2017-06-21 21:30:00,0,1,999.3,28.05,79.6,4.37,24.22,95,0,2,29.49,4.34,
2017-06-21 22:00:00,0,1,999.6,27.46,82.4,4.37,24.22,87,0,1.5,28.82,4.33,
2017-06-21 22:30:00,0,1,999.6,26.5,84.8,4.24,23.76,100,0,1.5,28.22,4.34,
2017-06-21 23:00:00,0,1,999.6,26.35,86,4.11,23.85,114,0,0.5,27.78,4.32,
2017-06-21 23:30:00,0,1,999.5,26.55,85,4.11,23.85,112,0,0.5,27.43,4.33,
2017-06-22 00:00:00,0,1,999.7,26.45,85.5,4.11,23.85,112,0,0.5,27.78,4.32,
2017-06-22 00:30:00,0,1,999.1,27.01,81.9,4.11,23.69,86,0,2,27.9,4.33,
2017-06-22 01:00:00,0,1,998.9,25.5,88.5,3.97,23.49,105,0,0.5,26.89,4.32,
2017-06-22 01:30:00,0,1,999.1,25.91,87.9,3.97,23.78,104,0,1,27.23,4.33,
2017-06-22 02:00:00,0,1,999,25.99,87.4,3.84,23.76,104,0,0,26.52,4.31,
2017-06-22 02:30:00,0,1,998.8,25.11,88,3.84,23.01,104,0,0,26.4,4.33,
2017-06-22 03:00:00,0,1,998.3,25.33,86.5,3.84,22.94,104,0,0,26.18,4.31,
2017-06-22 03:30:00,0,1,998.4,25.16,86.3,3.71,22.74,83,0,1,26.48,4.32,
2017-06-22 04:00:00,0,1,998.1,25.14,85.4,3.71,22.54,111,0,0.5,26.55,4.31,
2017-06-22 04:30:00,0,1,998.1,24.7,86.7,3.71,22.36,91,0,2,25.96,4.32,
2017-06-22 05:00:00,0,1,998.3,24.36,86.8,3.71,22.05,63,0,2,25.43,4.3,
2017-06-22 05:30:00,0,39,998.7,25.38,84.5,3.58,22.61,63,0,1,26.4,4.32,
2017-06-22 06:00:00,0,94,999,25.33,86,3.45,22.85,62,0,0.5,26.45,4.32,
2017-06-22 06:30:00,0,131,999,25.87,82.3,3.45,22.65,63,0,0.5,26.82,4.38,
2017-06-22 07:00:00,0,624,998.5,27.04,83.7,3.32,24.07,41,0,1.5,28.1,4.38,
2017-06-22 07:30:00,0,879,998.5,30.37,68.9,3.45,24.04,34,0,1,30.22,4.41,
2017-06-22 08:00:00,0,1,101,998.8,30.72,69.4,3.45,24.5,247,0,1,32.98,
2017-06-22 08:30:00,0,1,314,999.4,32.3,62.7,3.45,24.3,129,0,1,35.48,
2017-06-22 09:00:00,0,1,516,999.8,32.18,60.3,3.45,23.53,204,0,2,35.18,
2017-06-22 09:30:00,0,1,681,999.6,33.65,58.9,3.58,24.52,187,0,2,36.93,
2017-06-22 10:00:00,0,1,826,999.2,33.21,59.7,3.97,24.34,119,0,2,38.2,
2017-06-22 10:30:00,0,1,999,998.9,34.02,56.1,4.11,24.05,254,0.5,2.5,40.98,
2017-06-22 11:00:00,0,2,101,998.8,34.44,56.6,4.24,24.59,147,0,2.5,41.3,
2017-06-22 11:30:00,0,1,164,998.9,34.36,58.6,4.37,25.1,195,0.5,3,39.74,
2017-06-22 12:00:00,0,2,159,998.1,35.13,57.3,4.5,25.44,241,0.5,3,46.04,
2017-06-22 12:30:00,0,2,304,997.9,35.39,53.6,4.89,24.56,213,0.5,2.5,45.94,
2017-06-22 13:00:00,0,2,81,997.7,35.8,52.8,5.02,24.68,306,0.5,3,43.25,
2017-06-22 13:30:00,0,1,49,997.8,34.78,55.5,5.02,24.58,291,0,1.5,39.26,
2017-06-22 14:00:00,0,1,956,997.2,34.89,58.3,5.02,25.51,154,0.5,3.5,42.3,
2017-06-22 14:30:00,0,1,724,997.2,36.88,52.1,5.02,25.45,205,0.5,2.5,45.66,
2017-06-22 15:00:00,0,1,556,997,35.58,53.5,4.89,24.71,272,1,5.5,40.03,
2017-06-22 15:30:00,0,1,381,996.9,35.21,56.5,4.76,25.28,298,1,4.5,41.01,
2017-06-22 16:00:00,0,1,166,997.1,34.81,59.4,4.89,25.75,279,1.5,5.5,40.52,
2017-06-22 16:30:00,0,411,997.4,32.87,63.7,4.63,25.11,291,1.5,4.5,35.9,4.41,
2017-06-22 17:00:00,0,506,997.5,32.38,67.6,4.37,25.64,291,1,4,34.73,4.44,
2017-06-22 17:30:00,0,171,997.8,31.46,70.5,4.11,25.47,296,1,3.5,34.07,4.42,
2017-06-22 18:00:00,0,86,998,30.72,72.5,3.97,25.24,295,0.5,3,32.59,4.38,
2017-06-22 18:30:00,0,49,998.4,30.42,73.6,3.84,25.2,321,0.5,2,32.05,4.41,
2017-06-22 19:00:00,0,1,998.7,29.31,80.2,3.71,25.58,320,0,2,31.15,4.36,
2017-06-22 19:30:00,0,1,999.3,28.99,82,3.58,25.64,351,0,1.5,30.87,4.36,
2017-06-22 20:00:00,0,1,999.6,28.49,83.8,3.45,25.52,14,0,1.5,30.57,4.34,
2017-06-22 20:30:00,0,1,999.8,28.64,83.3,3.32,25.56,15,0,1,30.12,4.34,
2017-06-22 21:00:00,0,1,1,0.1,28.42,83.5,3.32,25.38,15,0,0.5,29.94,
2017-06-22 21:30:00,0,1,1,0.4,28.15,83.7,3.19,25.16,15,0,0.5,29.79,
2017-06-22 22:00:00,0,1,1,0.5,28.17,83,3.06,25.04,31,0,1,29.51,
2017-06-22 22:30:00,0,1,1,0.4,27.75,83.5,2.93,24.73,58,0,1.5,29.82,
2017-06-22 23:00:00,0,1,1,0.5,27.83,83.7,2.8,24.84,95,0,1,29.39,
2017-06-22 23:30:00,0,1,1,0,27.19,83.9,2.8,24.26,95,0,2,29.26,
2017-06-23 00:00:00,0,1,999.8,26.87,87,2.67,24.55,95,0,1,28.87,4.32,
2017-06-23 00:30:00,0,1,999.6,26.06,89.2,2.67,24.17,74,0,1,28.32,4.33,
2017-06-23 01:00:00,0,1,999.1,26.74,86.9,2.54,24.41,70,0,0.5,28.12,4.32,
2017-06-23 01:30:00,0,1,999.1,26.74,87.7,2.54,24.56,70,0,1,28.34,4.33,
2017-06-23 02:00:00,0,1,998.8,26.38,87.4,2.54,24.15,70,0,0.5,28.12,4.31,
2017-06-23 02:30:00,0,1,998.7,26.28,87.8,2.41,24.13,70,0,0,27.43,4.33,
2017-06-23 03:00:00,0,1,999.1,25.26,91.6,2.54,23.82,70,0,0.5,27.46,4.31,
2017-06-23 03:30:00,0,1,998.6,26.11,89.5,2.27,24.28,70,0,1.5,28.1,4.33,
2017-06-23 04:00:00,0,1,998.6,26.21,88.3,2.27,24.15,70,0,0.5,27.46,4.31,
2017-06-23 04:30:00,0,1,998.7,25.16,91,2.27,23.62,70,0,1,27.31,4.32,
2017-06-23 05:00:00,0,1,998.7,26.26,85.7,2.27,23.7,70,0,1.5,27.78,4.3,
2017-06-23 05:30:00,0,41,998.9,25.72,87.2,2.14,23.46,66,0,0.5,27.53,4.32,
2017-06-23 06:00:00,0,111,998.7,25.04,91.7,2.14,23.63,42,0,0.5,27.48,4.33,
2017-06-23 06:30:00,0,151,998.9,26.11,88.4,2.01,24.07,42,0,0.5,28.05,4.4,
2017-06-23 07:00:00,0,584,998.4,29.11,82,2.14,25.76,90,0,1,29.71,4.38,
2017-06-23 07:30:00,0,826,998.4,29.26,80.8,1.88,25.65,70,0,1.5,31,4.4,
2017-06-23 08:00:00,0,1,64,998.3,30.47,75.9,1.88,25.77,14,0,1,33.78,
2017-06-23 08:30:00,0,1,291,998.6,31.28,70.4,1.88,25.28,46,0,1.5,35.64,
2017-06-23 09:00:00,0,1,489,998.6,32.1,66.9,1.88,25.2,154,0,2,36.31,
2017-06-23 09:30:00,0,1,671,998.4,32.82,66.9,2.01,25.88,201,0,2,39.23,
2017-06-23 10:00:00,0,1,809,998,33.03,63.5,2.14,25.2,184,0.5,2,40.26,
2017-06-23 10:30:00,0,1,969,998,33.55,61.2,2.41,25.07,168,0.5,2.5,42.48,
2017-06-23 11:00:00,0,2,129,997.7,33.91,58.4,2.67,24.63,124,0.5,3,44.63,
2017-06-23 11:30:00,0,2,249,997.6,34.73,58.4,2.93,25.39,184,0.5,2.5,49.34,
2017-06-23 12:00:00,0,784,997.8,34.92,54.9,3.06,24.52,230,0.5,3,46.13,4.39,
2017-06-23 12:30:00,0,2,116,996.7,35.21,52.5,3.19,24.04,288,0.5,3,46.29,
2017-06-23 13:00:00,0,626,997,34.55,56.7,3.19,24.72,226,0.5,3,41.33,4.4,
2017-06-23 13:30:00,0,294,997,32.69,68.1,3.19,26.06,267,0.5,3,36.09,4.46,
2017-06-23 14:00:00,0,396,997,30.42,77.4,3.06,26.05,236,0.5,4,32.23,4.4,
2017-06-23 14:30:00,0,166,996.8,31.66,68.1,2.67,25.08,53,0.5,4,33.55,4.46,
2017-06-23 15:00:00,0,61,996.9,29.92,76.4,2.67,25.34,319,0.5,4.5,33.03,4.38,
2017-06-23 15:30:00,0.2,19,997.2,27.63,86.2,3.45,25.14,70,0,2,29.77,4.38,
2017-06-23 16:00:00,3,79,997,26.79,90.2,4.63,25.08,121,1.5,4.5,28.74,4.37,
2017-06-23 16:30:00,1.8,151,997,27.06,89.1,6.33,25.14,97,1.5,5.5,28.92,4.4,
2017-06-23 17:00:00,0,124,996.8,27.58,89.2,6.85,25.67,98,0.5,2.5,29.66,4.39,
2017-06-23 17:30:00,0,84,996.9,27.43,92,6.85,26.05,105,0,1.5,29.56,4.43,
2017-06-23 18:00:00,0,66,997.2,26.94,93.1,6.72,25.76,70,0,1.5,29.36,4.38,
2017-06-23 18:30:00,0,9,997.4,27.16,92.2,6.46,25.82,32,0,1.5,29.24,4.41,
2017-06-23 19:00:00,0,1,997.5,26.7,93.4,6.2,25.58,1,0,0.5,29.49,4.34,
2017-06-23 19:30:00,0,1,997.7,26.72,92.6,6.07,25.45,83,0,1.5,28.87,4.35,
2017-06-23 20:00:00,0,1,997.4,26.79,93.7,5.94,25.73,34,0,1.5,28.69,4.33,
2017-06-23 20:30:00,0,1,997.9,26.35,94,5.8,25.34,88,0,0,28.87,4.34,
2017-06-23 21:00:00,0,1,998,26.08,92.8,5.67,24.86,88,0,0.5,28.05,4.32,
2017-06-23 21:30:00,0,1,998.1,26.67,91.1,5.54,25.13,88,0,1,28.17,4.34,
2017-06-23 22:00:00,0,1,998.4,25.94,91.8,5.41,24.53,88,0,1,27.68,4.32,
2017-06-23 22:30:00,0,1,998.4,26.06,90.4,5.28,24.4,88,0,1,27.68,4.33,
2017-06-23 23:00:00,0,1,998.7,25.74,89.6,5.28,23.94,112,0,2,27.19,4.32,
2017-06-23 23:30:00,0,1,998.5,25.38,93.6,5.15,24.3,107,0,1,27.16,4.33,
2017-06-24 00:00:00,0,1,998.5,25.33,92.1,5.15,23.99,90,0,1,27.31,4.31,
2017-06-24 00:30:00,0,1,998.1,25.84,89.6,5.02,24.03,91,0,2,27.14,4.33,
2017-06-24 01:00:00,0,1,997.9,24.99,92.5,5.02,23.72,88,0,0.5,26.82,4.31,
2017-06-24 01:30:00,0,1,997.4,25.26,92.8,4.89,24.04,80,0,1,26.96,4.32,
2017-06-24 02:00:00,0,1,997.1,25.48,90.2,4.89,23.78,80,0,0.5,26.55,4.3,
2017-06-24 02:30:00,0,1,997,25.06,91.2,4.76,23.56,80,0,0,26.62,4.31,
2017-06-24 03:00:00,0,1,996.7,24.85,90.2,4.76,23.16,90,0,1.5,26.35,4.3,
2017-06-24 03:30:00,0,1,996.8,24.34,93.2,4.63,23.2,232,0,1,26.3,4.31,
2017-06-24 04:00:00,0,1,996.7,24.87,91.6,4.63,23.44,232,0,0.5,26.48,4.3,
2017-06-24 04:30:00,0,1,996.4,25.14,90.4,4.5,23.48,232,0,0.5,26.26,4.31,
2017-06-24 05:00:00,0,1,996.5,24.27,93,4.5,23.09,98,0,1,25.79,4.29,
2017-06-24 05:30:00,0,41,996.7,24.85,91.4,4.5,23.38,79,0,0.5,26.08,4.31,
2017-06-24 06:00:00,0,119,996.8,24.8,91.5,4.37,23.35,327,0,1,26.13,4.31,
2017-06-24 06:30:00,0,181,997.1,24.97,92.2,4.37,23.64,161,0,1,26.45,4.4,
2017-06-24 07:00:00,0,624,996.9,27.38,87.9,4.24,25.23,73,0,1,27.46,4.37,
2017-06-24 07:30:00,0,871,997.3,28.77,83.5,4.11,25.72,24,0,1,28.25,4.39,
2017-06-24 08:00:00,0,1,109,997.6,29.71,79.8,3.97,25.88,285,0,1,29.39,
2017-06-24 08:30:00,0,1,236,997.8,30.7,73.3,3.84,25.4,204,0,1.5,30.98,
2017-06-24 09:00:00,0,1,421,997.5,31.1,71.9,3.71,25.46,142,0.5,2.5,31.51,
2017-06-24 09:30:00,0,1,571,997.4,31.31,71.3,3.58,25.52,145,0,2.5,33.05,
2017-06-24 10:00:00,0,1,696,997,32.02,71.2,3.58,26.18,69,0.5,2.5,34.2,
2017-06-24 10:30:00,0,1,921,996.3,32.33,65,3.58,24.93,88,0.5,2.5,35,
2017-06-24 11:00:00,0,1,971,996,33.31,64.3,3.45,25.68,340,0,1.5,37.84,
2017-06-24 11:30:00,0,2,39,995.5,33.78,62.6,3.45,25.67,337,0.5,3.5,40.09,
2017-06-24 12:00:00,0,2,36,995.4,33.29,62.2,3.58,25.1,337,0.5,3.5,38.2,
2017-06-24 12:30:00,0,2,54,995,33.52,59.6,3.71,24.6,324,1,4,37.87,
2017-06-24 13:00:00,0,2,116,995,34.84,52.8,3.71,23.8,309,1,5,38.73,
2017-06-24 13:30:00,0,2,111,994.8,33.86,61.8,3.84,25.53,316,1.5,5,37.67,
2017-06-24 14:00:00,0,1,756,994.9,32.66,69.8,3.84,26.46,288,1.5,5,35.48,
2017-06-24 14:30:00,0,1,979,994.8,32.95,67.7,3.84,26.21,286,2,6,36.66,
2017-06-24 15:00:00,0,424,995.3,31.84,68.3,3.58,25.3,272,1.5,7.5,33.89,4.41,
2017-06-24 15:30:00,0,304,995.2,31.51,68,3.45,24.91,251,0.5,4.5,32.54,4.45,
2017-06-24 16:00:00,0,261,995.3,30.95,69.9,3.32,24.84,267,0.5,3,31.79,4.4,
2017-06-24 16:30:00,0,256,995.6,30.77,69.6,3.19,24.6,277,0.5,3,31.41,4.46,
2017-06-24 17:00:00,0,251,995.7,30.44,72.7,3.19,25.02,260,0,3.5,31.31,4.39,
2017-06-24 17:30:00,0,66,996.1,29.79,74.7,3.06,24.84,277,0.5,2.5,30.34,4.41,
2017-06-24 18:00:00,0,111,996,29.74,75.3,3.06,24.93,292,0,2,30.19,4.39,
2017-06-24 18:30:00,0,39,996.3,29.41,75.5,2.93,24.66,298,0,1.5,29.71,4.41,
2017-06-24 19:00:00,0,1,996.8,28.64,78.5,2.8,24.56,20,0,1,29.59,4.35,
2017-06-24 19:30:00,0,1,997.1,28.17,80.6,2.67,24.55,93,0,1.5,29.19,4.36,
2017-06-24 20:00:00,0,1,997.5,28.15,80.4,2.54,24.48,94,0,1.5,29.04,4.34,
2017-06-24 20:30:00,0,1,997.8,27.53,83.5,2.54,24.51,84,0,2,28.52,4.35,
2017-06-24 21:00:00,0,1,998.1,27.55,81.5,2.41,24.13,81,0,1.5,28.42,4.33,
2017-06-24 21:30:00,0,1,998.2,26.99,81.9,2.27,23.66,91,0,2,28.02,4.34,
2017-06-24 22:00:00,0,1,998.4,26.65,83.2,2.27,23.59,94,0,1,27.55,4.32,
2017-06-24 22:30:00,0,1,998.2,26.57,81.5,2.27,23.17,95,0,1,27.7,4.34,
2017-06-24 23:00:00,0,1,998.3,25.89,84.5,2.14,23.11,93,0,1,27.04,4.32,
2017-06-24 23:30:00,0,1,998,26.28,84.7,2.01,23.53,90,0,0.5,27.53,4.34,
2017-06-25 00:00:00,0,1,998,25.31,87.7,2.01,23.15,83,0,1,26.96,4.32,
2017-06-25 00:30:00,0,1,997.7,26.23,82.6,2.01,23.06,63,0,1,27.19,4.33,
2017-06-25 01:00:00,0,1,997.6,24.85,87.6,1.88,22.68,65,0,1,26.72,4.32,
2017-06-25 01:30:00,0,1,997.4,26.08,83,1.88,23,65,0,0.5,26.67,4.33,
2017-06-25 02:00:00,0,1,997.3,25.6,85.1,1.88,22.94,65,0,0.5,26.23,4.31,
2017-06-25 02:30:00,0,1,997,26.01,82.7,1.75,22.87,73,0,2,26.52,4.32,
2017-06-25 03:00:00,0,1,996.9,24.97,87.6,1.62,22.8,69,0,1.5,26.18,4.3,
2017-06-25 03:30:00,0,1,997,25.14,86.9,1.62,22.83,67,0,1,26.33,4.32,
2017-06-25 04:00:00,0,1,996.8,24.7,85.9,1.62,22.21,81,0,0,25.87,4.3,
2017-06-25 04:30:00,0,1,997,24.85,87,1.49,22.56,81,0,0,25.77,4.31,
2017-06-25 05:00:00,0,1,996.8,25.02,86.8,1.49,22.69,81,0,0,25.67,4.3,
2017-06-25 05:30:00,0,39,997,24.97,87,1.49,22.68,81,0,0.5,25.91,4.31,
2017-06-25 06:00:00,0,104,996.8,24.97,87.7,1.36,22.81,81,0,0,26.18,4.31,
2017-06-25 06:30:00,0,151,996.8,25.33,87.9,1.36,23.21,81,0,1,26.48,4.39,
2017-06-25 07:00:00,0,531,996.5,27.21,85.2,1.23,24.54,324,0,1,27.63,4.38,
2017-06-25 07:30:00,0,809,996.5,28.39,79,1.49,24.43,351,0,1,28.84,4.39,
2017-06-25 08:00:00,0,1,111,996.9,31.43,70.6,1.23,25.47,1,0,1,31.05,
2017-06-25 08:30:00,0,1,321,997.3,31.92,68.1,1.23,25.33,1,0,2,34.1,
2017-06-25 09:00:00,0,1,511,997.4,31.97,63.9,1.23,24.31,37,0.5,2,33.99,
2017-06-25 09:30:00,0,1,771,997.3,33.26,62.6,1.36,25.18,21,0.5,2.5,35.82,
2017-06-25 10:00:00,0,441,997.7,32.66,62,1.49,24.46,358,0.5,3,35.69,4.39,
2017-06-25 10:30:00,0,2,154,996.9,33.05,61.7,1.62,24.74,337,1,4,38.06,
2017-06-25 11:00:00,0,2,511,996.6,33.68,60.5,1.88,25,326,1,4,39.86,
2017-06-25 11:30:00,0,1,44,997.1,32.72,61.6,2.01,24.4,314,1.5,4,36.93,
2017-06-25 12:00:00,0,451,997.1,32.41,64.2,2.14,24.8,293,1,3.5,35.26,4.39,
2017-06-25 12:30:00,0,506,996.8,31.69,67,2.01,24.83,337,1.5,4,34.47,4.45,
2017-06-25 13:00:00,0,636,996.6,32.3,64.8,2.14,24.86,326,1,3.5,33.97,4.39,
2017-06-25 13:30:00,0,544,996.4,32.46,65.4,1.88,25.16,330,1,5,33.99,4.45,
2017-06-25 14:00:00,0,2,219,996,32.98,64.9,2.14,25.52,326,0.5,3.5,35.21,
2017-06-25 14:30:00,0,511,996.4,32.36,65.6,2.14,25.11,293,1.5,5.5,34.39,4.45,
2017-06-25 15:00:00,0,741,996.4,32.92,62.6,2.27,24.86,295,2,5.5,36.71,4.41,
2017-06-25 15:30:00,0,1,454,996,32.74,65.3,2.01,25.4,296,1.5,5,36.07,
2017-06-25 16:00:00,0,851,996,33.16,62,2.27,24.92,286,1,4,35.61,4.42,
2017-06-25 16:30:00,0,409,996,32.05,62.7,2.01,24.06,281,0.5,3.5,33.5,4.45,
2017-06-25 17:00:00,0,396,996.3,32.23,65.1,1.88,24.86,295,0.5,3.5,33.26,4.41,
2017-06-25 17:30:00,0,231,996.6,30.9,67.9,1.88,24.31,300,0.5,3.5,31.84,4.44,
2017-06-25 18:00:00,0,126,997,30.22,71.2,1.88,24.45,323,1,3,31.18,4.39,
2017-06-25 18:30:00,0,29,997.2,29.26,74.6,1.75,24.31,351,0,3,30.57,4.39,
2017-06-25 19:00:00,0,1,997.5,28.44,78.1,1.62,24.29,18,0,1,30.29,4.35,
2017-06-25 19:30:00,0,1,998,28.47,74.6,1.49,23.54,42,0,1,29.44,4.36,
2017-06-25 20:00:00,0,1,998.2,28.22,75.3,1.36,23.46,38,0,1.5,29.69,4.34,
2017-06-25 20:30:00,0,1,998.5,27.97,76.5,1.23,23.48,97,0.5,1.5,29.64,4.34,
2017-06-25 21:00:00,0,1,998.8,27.95,76.1,1.23,23.37,102,0.5,2,29.46,4.33,
2017-06-25 21:30:00,0,1,999.2,27.8,76.1,1.1,23.23,104,0.5,2,29.31,4.34,
2017-06-25 22:00:00,0,1,999.3,27.7,76.3,1.1,23.18,104,0.5,2.5,29.02,4.33,
2017-06-25 22:30:00,0,1,999.2,27.6,75.9,0.97,23,100,0.5,2,28.94,4.34,
2017-06-25 23:00:00,0,1,999.4,26.62,81.3,0.97,23.18,101,0,0,27.92,4.32,
2017-06-25 23:30:00,0,1,999.2,26.77,80,0.84,23.06,101,0,0.5,28.25,4.34,
2017-06-26 00:00:00,0,1,999.1,25.57,82.7,0.71,22.44,101,0,1,27.43,4.32,
2017-06-26 00:30:00,0,1,999.3,25.55,86.1,0.71,23.08,101,0,1,27.68,4.33,
2017-06-26 01:00:00,0,1,999.3,26.26,82.4,0.58,23.05,101,0,1.5,27.75,4.31,
2017-06-26 01:30:00,0,1,999.1,26.7,81.4,0.58,23.27,94,0,1,27.33,4.33,
2017-06-26 02:00:00,0,1,998.9,25.6,84.3,0.58,22.78,93,0,1.5,27.26,4.31,
2017-06-26 02:30:00,0,1,999,25.45,85.5,0.44,22.87,93,0,0,26.94,4.32,
2017-06-26 03:00:00,0,1,998.8,25.67,86.3,0.44,23.24,93,0,0.5,26.84,4.3,
2017-06-26 03:30:00,0,1,998.7,25.04,87.4,0.44,22.83,93,0,0.5,26.62,4.32,
2017-06-26 04:00:00,0,1,998.8,25.11,89.3,0.31,23.26,93,0,0,26.92,4.3,
2017-06-26 04:30:00,0,1,998.7,25.55,85.6,0.31,22.99,93,0,0,27.14,4.31,
2017-06-26 05:00:00,0,1,998.6,24.46,90.4,0.18,22.81,56,0,1,26.72,4.3,
2017-06-26 05:30:00,0,31,998.7,24.8,87.9,0.18,22.69,38,0,0.5,26.62,4.31,
2017-06-26 06:00:00,0,126,998.8,25.5,87.5,0.18,23.3,39,0,0.5,26.94,4.33,
2017-06-26 06:30:00,0,216,999,26.18,86.3,0.18,23.74,39,0,0,27.78,4.44,
2017-06-26 07:00:00,0,364,998.7,26.65,86.6,0.18,24.26,39,0,0.5,28.3,4.39,
2017-06-26 07:30:00,0,801,998.5,28.97,75.7,0.31,24.27,42,0,0.5,29.74,4.41,
2017-06-26 08:00:00,0,971,998.6,29.79,74.8,0.31,24.86,58,0,1,30.98,4.43,
2017-06-26 08:30:00,0,1,386,998.9,31.56,68.7,0.31,25.13,17,0,1,34.28,
2017-06-26 09:00:00,0,1,564,998.4,31.82,65,0.44,24.45,350,0.5,3,36.25,
2017-06-26 09:30:00,0,1,724,998.5,32.28,62.8,0.58,24.31,340,0.5,3,36.77,
2017-06-26 10:00:00,0,1,769,998.3,33.05,60.5,0.71,24.41,338,0.5,3,39.09,
2017-06-26 10:30:00,0,1,934,998.3,33.81,57.4,0.97,24.24,334,0.5,2.5,40.8,
2017-06-26 11:00:00,0,2,206,998,32.72,60.7,1.23,24.15,350,0.5,4,37.26,
2017-06-26 11:30:00,0,2,356,997.9,34.68,54.8,1.36,24.27,317,1,4,44.41,
2017-06-26 12:00:00,0,926,998.2,33.73,61,1.62,25.19,312,1,4.5,40.43,4.39,
2017-06-26 12:30:00,0,584,998,32.9,63,1.62,24.94,337,1,4.5,35.98,4.45,
2017-06-26 13:00:00,0,2,396,997.4,34.31,62.4,1.62,26.11,351,0.5,5,39.71,
2017-06-26 13:30:00,0,2,209,997,34.39,60.5,1.75,25.66,309,1.5,5,40.57,
2017-06-26 14:00:00,0,1,136,997.3,34.07,62.5,1.88,25.92,302,1.5,5,37.98,
2017-06-26 14:30:00,0,2,156,996.8,34.68,62.3,2.14,26.43,298,2,6,41.21,
2017-06-26 15:00:00,0,761,996.8,33.39,64.8,2.14,25.89,305,2,5,37.4,4.4,
