,Date,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,氣溫(℃)Temperature,露點溫度(℃)Td dew point,相對溼度(%)RH,風速(m/s)WS,風向(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,降水量(mm)Precp,降水時數(hr)PrecpHour,日照時數(hr)SunShine,全天空日射量(MJ/㎡)GloblRad,能見度(km)Visb
10775,2017/3/25 00:00,1002.7,,22.2,,94,0.7,41,,,0,,,,
10776,2017/3/25 01:00,1002.3,,22.2,,95,1.2,46,,,0,,,,
10777,2017/3/25 02:00,1002.2,,22,,95,0,0,,,0,,,,
10778,2017/3/25 03:00,1001.9,,21.5,,95,1.5,54,,,0,,,,
10779,2017/3/25 04:00,1002.2,,21.5,,93,0.8,40,,,0,,,,
10780,2017/3/25 05:00,1002.5,,21.2,,96,0.8,23,,,0,,,,
10781,2017/3/25 06:00,1003.2,,21.4,,96,0.8,144,,,0,,,,
10782,2017/3/25 07:00,1003.4,,24.8,,73,0.8,73,,,0,,,,
10783,2017/3/25 08:00,1003.6,,26.4,,63,1.5,286,,,0,,,,
10784,2017/3/25 09:00,1002.7,,28.3,,54,1.6,294,,,0,,,,
10785,2017/3/25 10:00,1002.6,,30.4,,46,1.2,257,,,0,,,,
10786,2017/3/25 11:00,1002,,30.7,,42,1.7,291,,,0,,,,
10787,2017/3/25 12:00,X,,X,,X,X,X,,,0,,,,
10788,2017/3/25 13:00,1001,,29.2,,49,1.9,309,,,0,,,,
10789,2017/3/25 14:00,1000.7,,28.2,,52,2.2,308,,,0,,,,
10790,2017/3/25 15:00,1000.7,,27.7,,52,2,296,,,0,,,,
10791,2017/3/25 16:00,1001.1,,26.7,,55,1.2,315,,,0,,,,
10792,2017/3/25 17:00,1001.7,,25.9,,58,1.7,309,,,0,,,,
10793,2017/3/25 18:00,X,,X,,X,X,X,,,0,,,,
10794,2017/3/25 19:00,1003.2,,21,,69,1.2,323,,,0,,,,
10795,2017/3/25 20:00,1004.1,,20.4,,71,0.6,327,,,0,,,,
10796,2017/3/25 21:00,1004.7,,20.5,,72,0.7,254,,,0,,,,
10797,2017/3/25 22:00,1004.5,,20.7,,72,1.1,329,,,0,,,,
10798,2017/3/25 23:00,1004.5,,18.9,,76,0.8,290,,,0,,,,
10799,2017/3/26 00:00,1004,,18.4,,78,1,272,,,0,,,,
10800,2017/3/26 01:00,1003.8,,18.3,,79,0.9,301,,,0,,,,
10801,2017/3/26 02:00,1004.4,,18.1,,79,1,303,,,0,,,,
10802,2017/3/26 03:00,1004.3,,17.8,,80,0.7,344,,,0,,,,
10803,2017/3/26 04:00,1004.6,,18.1,,80,0.8,305,,,0,,,,
10804,2017/3/26 05:00,1005.2,,17.6,,81,1,306,,,0,,,,
10805,2017/3/26 06:00,1005.9,,16.9,,93,0.1,0,,,X,,,,
10806,2017/3/26 07:00,1006,,18.4,,85,0.4,81,,,0,,,,
10807,2017/3/26 08:00,1006.8,,18,,88,0.7,315,,,0,,,,
10808,2017/3/26 09:00,1007,,18.5,,84,0.6,296,,,0,,,,
10809,2017/3/26 10:00,1007.4,,18.6,,81,1.3,299,,,0,,,,
10810,2017/3/26 11:00,1007.7,,16.9,,99,0.9,340,,,0.5,,,,
10811,2017/3/26 12:00,1006.7,,17.1,,100,0.8,326,,,0,,,,
10812,2017/3/26 13:00,1006.7,,16.5,,100,1.7,327,,,0,,,,
10813,2017/3/26 14:00,1006.2,,16.8,,100,0.7,84,,,0,,,,
10814,2017/3/26 15:00,1006.2,,17.3,,100,0.8,314,,,0.5,,,,
10815,2017/3/26 16:00,1006.8,,17.3,,100,0.2,0,,,0,,,,
10816,2017/3/26 17:00,1007.2,,17.6,,100,0.9,205,,,0,,,,
10817,2017/3/26 18:00,1007.5,,17.5,,100,0.7,236,,,0,,,,
10818,2017/3/26 19:00,1008.1,,17.6,,100,0.4,262,,,0,,,,
10819,2017/3/26 20:00,1008.8,,16.6,,100,0.6,352,,,0,,,,
10820,2017/3/26 21:00,1009.2,,16.8,,100,0.6,173,,,0,,,,
10821,2017/3/26 22:00,1009.7,,17,,100,0.9,321,,,0,,,,
10822,2017/3/26 23:00,1009.1,,17.7,,100,0.8,70,,,0,,,,
10823,2017/3/27 00:00,1009.3,,18.2,,100,0.8,65,,,0,,,,
10824,2017/3/27 01:00,1008.4,,18.2,,100,0.9,97,,,0,,,,
10825,2017/3/27 02:00,1008.3,,17.9,,98,0.2,0,,,0,,,,
10826,2017/3/27 03:00,1008.7,,17.8,,100,0.5,52,,,0,,,,
10827,2017/3/27 04:00,1008.3,,18.2,,94,0.7,98,,,0,,,,
10828,2017/3/27 05:00,1009,,17.1,,98,0.7,57,,,0,,,,
10829,2017/3/27 06:00,1009.4,,17.5,,96,1,59,,,0,,,,
10830,2017/3/27 07:00,1009.8,,20.6,,74,0.9,40,,,0,,,,
10831,2017/3/27 08:00,1010.1,,21.6,,65,1.6,342,,,0,,,,
10832,2017/3/27 09:00,1010,,23.8,,57,1.7,5,,,0,,,,
10833,2017/3/27 10:00,1010.1,,25.8,,48,1.3,301,,,0,,,,
10834,2017/3/27 11:00,1009.3,,25.5,,49,1,285,,,0,,,,
10835,2017/3/27 12:00,1008.2,,28.4,,41,1.3,223,,,0,,,,
10836,2017/3/27 13:00,1007.3,,26.5,,46,2.2,206,,,0,,,,
10837,2017/3/27 14:00,1006.7,,27.6,,46,1.5,227,,,0,,,,
10838,2017/3/27 15:00,1006.7,,25.7,,50,1.5,234,,,0,,,,
10839,2017/3/27 16:00,1007.1,,24.2,,53,1.7,225,,,0,,,,
10840,2017/3/27 17:00,1007.5,,23.2,,57,1,204,,,0,,,,
10841,2017/3/27 18:00,1007.7,,21.9,,64,0.3,228,,,0,,,,
10842,2017/3/27 19:00,1008.5,,21.9,,65,0.1,0,,,0,,,,
10843,2017/3/27 20:00,1009,,19.9,,72,0.4,89,,,0,,,,
10844,2017/3/27 21:00,1009.3,,19.4,,75,0.9,52,,,0,,,,
10845,2017/3/27 22:00,1009.3,,19.7,,71,1,82,,,0,,,,
10846,2017/3/27 23:00,1009.1,,19.4,,71,1.1,99,,,0,,,,
10847,2017/3/28 00:00,1009,,19,,72,1.4,108,,,0,,,,
10848,2017/3/28 01:00,1008.5,,18.8,,69,1.2,100,,,0,,,,
10849,2017/3/28 02:00,1008,,17.9,,72,0.7,80,,,0,,,,
10850,2017/3/28 03:00,1007.3,,18,,70,1.3,92,,,0,,,,
10851,2017/3/28 04:00,1007.2,,17.9,,68,0.9,91,,,0,,,,
10852,2017/3/28 05:00,1007.6,,17.6,,69,1.3,100,,,0,,,,
10853,2017/3/28 06:00,1008.2,,18.5,,62,1.7,105,,,0,,,,
10854,2017/3/28 07:00,1008.7,,21.4,,48,1.2,110,,,0,,,,
10855,2017/3/28 08:00,1008.8,,22.8,,47,0.6,132,,,0,,,,
10856,2017/3/28 09:00,1008.6,,25.3,,41,0.5,255,,,0,,,,
10857,2017/3/28 10:00,1007.6,,26.2,,42,1.4,229,,,0,,,,
10858,2017/3/28 11:00,1007,,26.4,,42,1.1,258,,,0,,,,
10859,2017/3/28 12:00,1005.8,,27.6,,41,1.5,234,,,0,,,,
10860,2017/3/28 13:00,X,,X,,X,X,X,,,0,,,,
10861,2017/3/28 14:00,1004.5,,26.8,,48,1.7,243,,,0,,,,
10862,2017/3/28 15:00,1004.3,,24.9,,53,1.6,276,,,0,,,,
10863,2017/3/28 16:00,1004.5,,24.3,,58,2.2,300,,,0,,,,
10864,2017/3/28 17:00,X,,X,,X,X,X,,,0,,,,
10865,2017/3/28 18:00,1005.3,,22.8,,66,0.9,242,,,0,,,,
10866,2017/3/28 19:00,1006.3,,22.3,,70,0.6,238,,,0,,,,
10867,2017/3/28 20:00,1006.6,,21.6,,73,0.4,248,,,0,,,,
10868,2017/3/28 21:00,1007.2,,21,,76,0,0,,,0,,,,
10869,2017/3/28 22:00,1007,,20.6,,73,0,0,,,0,,,,
10870,2017/3/28 23:00,1006.9,,20.5,,74,0.8,34,,,0,,,,
10871,2017/3/29 00:00,1006.5,,20.4,,75,0.1,0,,,0,,,,
10872,2017/3/29 01:00,1006.2,,19.9,,85,0.5,141,,,0,,,,
10873,2017/3/29 02:00,1005.1,,19.9,,85,0.7,345,,,0,,,,
10874,2017/3/29 03:00,1005.4,,19.5,,89,0.6,11,,,0,,,,
10875,2017/3/29 04:00,1005.3,,20.7,,75,1.2,82,,,0,,,,
10876,2017/3/29 05:00,1005.9,,21.4,,57,0.9,96,,,0,,,,
10877,2017/3/29 06:00,1007.2,,20.4,,78,1,55,,,0,,,,
10878,2017/3/29 07:00,1007.5,,19.9,,73,1.5,92,,,0,,,,
10879,2017/3/29 08:00,1007.6,,21.5,,61,1.2,102,,,0,,,,
10880,2017/3/29 09:00,1008.3,,22.4,,70,1,337,,,0,,,,
10881,2017/3/29 10:00,1008,,24.3,,62,0.9,30,,,0,,,,
10882,2017/3/29 11:00,1007.4,,26.4,,47,1.5,300,,,0,,,,
10883,2017/3/29 12:00,1005.9,,28.6,,38,1.1,261,,,0,,,,
10884,2017/3/29 13:00,1005.1,,28.3,,40,0.7,278,,,0,,,,
10885,2017/3/29 14:00,1004.3,,29.5,,38,1.2,255,,,0,,,,
10886,2017/3/29 15:00,1004.2,,28.9,,42,2.2,204,,,0,,,,
10887,2017/3/29 16:00,1004.6,,26.8,,48,2.3,227,,,0,,,,
10888,2017/3/29 17:00,1005.1,,25.1,,53,0.9,227,,,0,,,,
10889,2017/3/29 18:00,1005.6,,23.6,,60,0.3,55,,,0,,,,
10890,2017/3/29 19:00,1006.5,,22.5,,65,1.1,54,,,0,,,,
10891,2017/3/29 20:00,1007.2,,21.8,,68,1.6,47,,,0,,,,
10892,2017/3/29 21:00,1007.3,,22,,66,1.6,111,,,0,,,,
10893,2017/3/29 22:00,1007.3,,21.8,,67,1.5,111,,,0,,,,
10894,2017/3/29 23:00,1007.1,,21.7,,66,1.3,106,,,0,,,,
10895,2017/3/30 00:00,1006.6,,21.2,,69,1.1,69,,,0,,,,
10896,2017/3/30 01:00,1005.6,,20.9,,69,1.3,98,,,0,,,,
10897,2017/3/30 02:00,1005.3,,20.7,,69,1.2,91,,,0,,,,
10898,2017/3/30 03:00,1005.5,,20.8,,68,1.7,111,,,0,,,,
10899,2017/3/30 04:00,1005.9,,20.6,,68,2,110,,,0,,,,
10900,2017/3/30 05:00,1005.9,,21,,64,1.8,111,,,0,,,,
10901,2017/3/30 06:00,1006.2,,21.5,,63,1.3,104,,,0,,,,
10902,2017/3/30 07:00,X,,X,,X,X,X,,,0,,,,
10903,2017/3/30 08:00,1007,,26.3,,51,1.1,216,,,0,,,,
10904,2017/3/30 09:00,1006.6,,27.1,,48,1.5,284,,,0,,,,
10905,2017/3/30 10:00,1005.9,,29,,43,1.9,270,,,0,,,,
10906,2017/3/30 11:00,1005.2,,28.7,,46,0.7,273,,,0,,,,
10907,2017/3/30 12:00,1004.1,,29.5,,49,1.5,239,,,0,,,,
10908,2017/3/30 13:00,1003.1,,28.6,,51,1.5,239,,,0,,,,
10909,2017/3/30 14:00,1003,,27.5,,56,1,245,,,0,,,,
10910,2017/3/30 15:00,1002.9,,26.9,,57,0.9,262,,,0,,,,
10911,2017/3/30 16:00,X,,X,,X,X,X,,,0,,,,
10912,2017/3/30 17:00,X,,X,,X,X,X,,,0,,,,
10913,2017/3/30 18:00,1002.8,,24.8,,71,0.3,15,,,0,,,,
10914,2017/3/30 19:00,1003.6,,23.6,,79,0.7,359,,,0,,,,
10915,2017/3/30 20:00,1004.2,,23.5,,79,0.8,3,,,0,,,,
10916,2017/3/30 21:00,1004.5,,23,,80,0.4,50,,,0,,,,
10917,2017/3/30 22:00,1004.2,,22.3,,85,0.9,37,,,0,,,,
10918,2017/3/30 23:00,1003.2,,23.1,,80,1.1,81,,,0,,,,
10919,2017/3/31 00:00,1002.9,,22.9,,79,1.4,128,,,0,,,,
10920,2017/3/31 01:00,1002,,21.8,,82,0.9,117,,,0,,,,
10921,2017/3/31 02:00,1000.8,,22,,76,1.6,121,,,0,,,,
10922,2017/3/31 03:00,1000.2,,21.8,,74,1.6,111,,,0,,,,
10923,2017/3/31 04:00,1000.1,,21.7,,71,1.6,107,,,0,,,,
10924,2017/3/31 05:00,1000.7,,22,,66,1.1,73,,,0,,,,
10925,2017/3/31 06:00,1001.7,,22.5,,63,1.6,108,,,0,,,,
10926,2017/3/31 07:00,1002.3,,25.1,,53,0.9,101,,,0,,,,
10927,2017/3/31 08:00,1002.3,,27.8,,48,1,358,,,0,,,,
10928,2017/3/31 09:00,1002,,29.5,,44,1.7,341,,,0,,,,
10929,2017/3/31 10:00,1001.3,,30.9,,43,2.1,266,,,0,,,,
10930,2017/3/31 11:00,1000.2,,31.3,,42,1.5,282,,,0,,,,
10931,2017/3/31 12:00,999.5,,32.1,,40,1.2,245,,,0,,,,
10932,2017/3/31 13:00,998.5,,32.8,,41,2,305,,,0,,,,
10933,2017/3/31 14:00,997.9,,31.9,,47,2.9,261,,,0,,,,
10934,2017/3/31 15:00,998,,29.7,,54,2.5,270,,,0,,,,
10935,2017/3/31 16:00,998.5,,27.7,,64,1.4,272,,,0,,,,
10936,2017/3/31 17:00,999.1,,26.9,,67,1.5,289,,,0,,,,
10937,2017/3/31 18:00,999.6,,25.8,,71,1.7,285,,,0,,,,
10938,2017/3/31 19:00,999.9,,25.3,,72,0.3,220,,,0,,,,
10939,2017/3/31 20:00,1000.6,,24.5,,79,1.3,311,,,0,,,,
10940,2017/3/31 21:00,1001.2,,23.9,,82,0.3,130,,,0,,,,
10941,2017/3/31 22:00,1001.4,,21.8,,79,2.5,330,,,0,,,,
10942,2017/3/31 23:00,1002.2,,18.8,,80,2.2,312,,,0,,,,
10943,2017/4/1 00:00,1001.9,,16.8,,99,0.9,280,,,2,,,,
10944,2017/4/1 01:00,1001.4,,16.6,,96,1,146,,,0,,,,
10945,2017/4/1 02:00,1001.7,,16.7,,97,0.7,199,,,0,,,,
10946,2017/4/1 03:00,1002.7,,16.6,,99,1.1,203,,,0,,,,
10947,2017/4/1 04:00,1003.3,,16.2,,100,1.2,249,,,1.5,,,,
10948,2017/4/1 05:00,1002,,15.2,,100,1.2,306,,,1,,,,
10949,2017/4/1 06:00,1003.7,,15.2,,100,0,0,,,1.5,,,,
10950,2017/4/1 07:00,1005,,15.8,,100,0.4,318,,,3,,,,
10951,2017/4/1 08:00,1005.7,,16.6,,100,0.9,283,,,1.5,,,,
10952,2017/4/1 09:00,X,,X,,X,X,X,,,0,,,,
10953,2017/4/1 10:00,1005.2,,17.1,,100,0.8,313,,,0,,,,
10954,2017/4/1 11:00,1005.3,,17.3,,100,0.5,343,,,0,,,,
10955,2017/4/1 12:00,1004.2,,18.5,,92,0.9,45,,,0,,,,
10956,2017/4/1 13:00,1003.9,,19,,88,0.9,351,,,0,,,,
10957,2017/4/1 14:00,1004.3,,20.3,,80,0.4,332,,,0,,,,
10958,2017/4/1 15:00,1004.1,,20.7,,77,0.7,340,,,0,,,,
10959,2017/4/1 16:00,1004.1,,20.6,,78,1.2,310,,,0,,,,
10960,2017/4/1 17:00,1004.7,,20.4,,79,0,0,,,0,,,,
10961,2017/4/1 18:00,1005,,19.5,,89,0.4,42,,,0,,,,
10962,2017/4/1 19:00,1005.6,,19.1,,92,0.1,0,,,0,,,,
10963,2017/4/1 20:00,1006.2,,18.9,,94,0,0,,,0,,,,
10964,2017/4/1 21:00,1006.5,,18,,99,0.7,29,,,0,,,,
10965,2017/4/1 22:00,1006.5,,16.8,,93,0.1,0,,,0,,,,
10966,2017/4/1 23:00,1006.2,,18.3,,90,0.9,109,,,0,,,,
10967,2017/4/2 00:00,1006.4,,16.3,,90,0.4,197,,,0,,,,
10968,2017/4/2 01:00,1006.2,,16.4,,91,1,27,,,0,,,,
10969,2017/4/2 02:00,1005.9,,17.9,,76,1.2,111,,,0,,,,
10970,2017/4/2 03:00,1006.3,,17.3,,77,1.4,100,,,0,,,,
10971,2017/4/2 04:00,1006.9,,15.9,,89,0.7,95,,,0,,,,
10972,2017/4/2 05:00,1007.4,,16.2,,83,1,94,,,0,,,,
10973,2017/4/2 06:00,1007.7,,17.2,,73,1,107,,,0,,,,
10974,2017/4/2 07:00,1008.1,,20.2,,67,0.9,206,,,0,,,,
10975,2017/4/2 08:00,1008.4,,21.8,,60,0.8,219,,,0,,,,
10976,2017/4/2 09:00,1008.5,,23.7,,50,1,220,,,0,,,,
10977,2017/4/2 10:00,1008.4,,24.7,,40,1.7,239,,,0,,,,
10978,2017/4/2 11:00,1007.7,,26,,32,1.2,286,,,0,,,,
10979,2017/4/2 12:00,1007.1,,26.2,,34,1.1,225,,,0,,,,
10980,2017/4/2 13:00,1006.7,,24.7,,39,1.8,197,,,0,,,,
10981,2017/4/2 14:00,1006.3,,25.3,,37,2.3,237,,,0,,,,
10982,2017/4/2 15:00,1006.1,,25.1,,37,1.7,242,,,0,,,,
10983,2017/4/2 16:00,1006.3,,23.5,,41,1.8,246,,,0,,,,
10984,2017/4/2 17:00,1006.7,,21.3,,48,1.1,221,,,0,,,,
10985,2017/4/2 18:00,1007.3,,20.3,,53,0.6,48,,,0,,,,
10986,2017/4/2 19:00,1007.5,,19.5,,57,2,51,,,0,,,,
10987,2017/4/2 20:00,1008,,18.4,,61,1.6,53,,,X,,,,
10988,2017/4/2 21:00,1008.6,,18.3,,62,0.8,98,,,0,,,,
10989,2017/4/2 22:00,1008.6,,18.2,,59,1.7,107,,,0,,,,
10990,2017/4/2 23:00,1008.5,,17.6,,62,1.7,110,,,0,,,,
10991,2017/4/3 00:00,1008.2,,17.1,,64,1.7,106,,,0,,,,
10992,2017/4/3 01:00,1007.8,,17,,61,1.9,108,,,0,,,,
10993,2017/4/3 02:00,1007.7,,16.8,,62,1.8,106,,,0,,,,
10994,2017/4/3 03:00,1007.8,,17.1,,57,2,107,,,0,,,,
10995,2017/4/3 04:00,1007.8,,16.7,,58,2.2,109,,,0,,,,
10996,2017/4/3 05:00,1008.1,,16.6,,56,2.4,107,,,0,,,,
10997,2017/4/3 06:00,1008.7,,17.3,,53,2.1,105,,,0,,,,
10998,2017/4/3 07:00,1009.3,,19.7,,45,1.8,108,,,0,,,,
10999,2017/4/3 08:00,1009.2,,22.8,,42,0.9,27,,,0,,,,
11000,2017/4/3 09:00,1009.2,,24.9,,39,1.6,235,,,0,,,,
11001,2017/4/3 10:00,1008.5,,25.6,,37,1.8,244,,,0,,,,
11002,2017/4/3 11:00,1008.1,,26.4,,36,1.6,240,,,0,,,,
11003,2017/4/3 12:00,1006.8,,27.2,,33,1.6,257,,,0,,,,
11004,2017/4/3 13:00,1006.2,,28.1,,32,1.6,268,,,0,,,,
11005,2017/4/3 14:00,1005.5,,27.3,,37,2.8,273,,,0,,,,
11006,2017/4/3 15:00,1006,,25,,40,1.8,274,,,0,,,,
11007,2017/4/3 16:00,1006.3,,24.1,,45,1.6,295,,,0,,,,
11008,2017/4/3 17:00,1006.8,,23.1,,51,1,309,,,0,,,,
11009,2017/4/3 18:00,X,,X,,X,X,X,,,0,,,,
11010,2017/4/3 19:00,1007.4,,22,,57,0.6,351,,,0,,,,
11011,2017/4/3 20:00,1008,,21.6,,59,1.4,33,,,0,,,,
11012,2017/4/3 21:00,1008.4,,20.8,,57,0,0,,,0,,,,
11013,2017/4/3 22:00,1008.7,,19.8,,53,0.7,77,,,0,,,,
11014,2017/4/3 23:00,1008.4,,19.7,,57,1.3,107,,,0,,,,
11015,2017/4/4 00:00,1007.9,,19.3,,56,1.4,108,,,0,,,,
11016,2017/4/4 01:00,1007.3,,19.1,,53,1.6,107,,,0,,,,
11017,2017/4/4 02:00,1006.9,,18.8,,54,1.9,106,,,0,,,,
11018,2017/4/4 03:00,1006.4,,18.6,,52,2.2,106,,,0,,,,
11019,2017/4/4 04:00,1006.5,,18,,57,2.4,111,,,0,,,,
11020,2017/4/4 05:00,1007.3,,17.7,,57,2.2,109,,,0,,,,
11021,2017/4/4 06:00,1007.6,,18.4,,50,2.2,111,,,0,,,,
11022,2017/4/4 07:00,1007.9,,20.8,,43,1.3,112,,,0,,,,
11023,2017/4/4 08:00,1007.7,,23.5,,46,0.6,269,,,0,,,,
11024,2017/4/4 09:00,1007.5,,24.8,,41,1.3,343,,,0,,,,
11025,2017/4/4 10:00,1007.2,,26.1,,38,1,324,,,0,,,,
11026,2017/4/4 11:00,1006.2,,26.8,,36,1.2,290,,,0,,,,
11027,2017/4/4 12:00,1005.1,,27.6,,34,0.9,335,,,0,,,,
11028,2017/4/4 13:00,1004,,28.7,,33,1.5,231,,,0,,,,
11029,2017/4/4 14:00,1003.4,,28.4,,41,1.9,247,,,0,,,,
11030,2017/4/4 15:00,1003.5,,25.7,,49,0.9,263,,,0,,,,
11031,2017/4/4 16:00,1003.7,,24.8,,53,1.7,281,,,0,,,,
11032,2017/4/4 17:00,1004.1,,23.4,,59,1.4,264,,,0,,,,
11033,2017/4/4 18:00,1004.3,,22.7,,64,0.8,239,,,0,,,,
11034,2017/4/4 19:00,1005,,22.4,,66,0.8,257,,,0,,,,
11035,2017/4/4 20:00,1005.8,,21.3,,82,0.3,323,,,0,,,,
11036,2017/4/4 21:00,1006,,20.8,,82,0,0,,,0,,,,
11037,2017/4/4 22:00,1005.6,,21,,81,0.6,57,,,0,,,,
11038,2017/4/4 23:00,1005.2,,19.7,,82,1.4,44,,,0,,,,
11039,2017/4/5 00:00,1004.8,,19.2,,84,1,38,,,0,,,,
11040,2017/4/5 01:00,1004.4,,18.9,,84,0.8,71,,,0,,,,
11041,2017/4/5 02:00,1003.9,,19.2,,77,1.5,109,,,0,,,,
11042,2017/4/5 03:00,1003.7,,18.7,,77,1.6,109,,,0,,,,
11043,2017/4/5 04:00,1003.7,,18.5,,75,1.9,109,,,0,,,,
11044,2017/4/5 05:00,1003.9,,18.4,,72,2.2,109,,,0,,,,
11045,2017/4/5 06:00,1004.3,,19.5,,63,2.2,110,,,0,,,,
11046,2017/4/5 07:00,1004.6,,21.8,,55,1.4,117,,,0,,,,
11047,2017/4/5 08:00,1004.6,,24.9,,47,0.8,354,,,0,,,,
11048,2017/4/5 09:00,1004.1,,26.5,,42,1.2,250,,,0,,,,
11049,2017/4/5 10:00,1003.6,,28.1,,39,1.5,227,,,0,,,,
11050,2017/4/5 11:00,1002.7,,28.6,,38,1.6,301,,,0,,,,
11051,2017/4/5 12:00,1001.7,,30.1,,35,1.1,269,,,0,,,,
11052,2017/4/5 13:00,1000.5,,30.7,,34,1.3,249,,,0,,,,
11053,2017/4/5 14:00,1000.1,,30,,39,1.7,204,,,0,,,,
11054,2017/4/5 15:00,1000.3,,28.4,,42,1.8,247,,,0,,,,
11055,2017/4/5 16:00,1000.5,,27.1,,46,1.1,266,,,0,,,,
11056,2017/4/5 17:00,1000.9,,26,,49,1.2,294,,,0,,,,
11057,2017/4/5 18:00,1001.6,,25.2,,53,0.6,324,,,0,,,,
11058,2017/4/5 19:00,1002,,24,,59,0.6,54,,,0,,,,
11059,2017/4/5 20:00,1002.2,,22.3,,64,0.5,48,,,0,,,,
11060,2017/4/5 21:00,1002.4,,21.4,,68,1,54,,,0,,,,
11061,2017/4/5 22:00,1002.1,,21.9,,66,0.8,108,,,0,,,,
11062,2017/4/5 23:00,1002,,21.4,,67,1.3,98,,,0,,,,
11063,2017/4/6 00:00,1001.2,,21.2,,66,1.7,110,,,0,,,,
11064,2017/4/6 01:00,1000.5,,20.8,,68,1.6,110,,,0,,,,
11065,2017/4/6 02:00,1000.6,,20.2,,71,0.7,38,,,0,,,,
11066,2017/4/6 03:00,1000.3,,20.1,,71,1.6,105,,,0,,,,
11067,2017/4/6 04:00,1000.7,,20,,71,1.5,106,,,0,,,,
11068,2017/4/6 05:00,1001.2,,20.4,,68,1.6,110,,,0,,,,
11069,2017/4/6 06:00,1001.7,,21.2,,64,1.2,105,,,0,,,,
11070,2017/4/6 07:00,1002.5,,23.4,,58,1.1,107,,,0,,,,
11071,2017/4/6 08:00,1002.5,,25.9,,51,0.1,0,,,0,,,,
11072,2017/4/6 09:00,1002.4,,27.3,,47,0.9,280,,,0,,,,
11073,2017/4/6 10:00,1002,,29.6,,41,1.2,231,,,0,,,,
11074,2017/4/6 11:00,1001.4,,29.5,,41,1.1,332,,,0,,,,
11075,2017/4/6 12:00,1000.5,,30.3,,40,1.7,329,,,0,,,,
11076,2017/4/6 13:00,999.5,,30.6,,40,1,303,,,0,,,,
11077,2017/4/6 14:00,998.9,,29.7,,52,1.6,251,,,0,,,,
11078,2017/4/6 15:00,998.7,,29.5,,52,1.6,248,,,0,,,,
11079,2017/4/6 16:00,999,,28.5,,54,1.2,239,,,0,,,,
11080,2017/4/6 17:00,999.6,,26.9,,61,1.4,244,,,0,,,,
11081,2017/4/6 18:00,999.9,,26,,67,0.6,344,,,0,,,,
11082,2017/4/6 19:00,1000.2,,25.5,,70,0.7,348,,,0,,,,
11083,2017/4/6 20:00,1000.7,,25.3,,72,0.6,20,,,0,,,,
11084,2017/4/6 21:00,1001.2,,24.2,,78,0.4,227,,,0,,,,
11085,2017/4/6 22:00,1001.2,,23.7,,80,0.9,35,,,0,,,,
11086,2017/4/6 23:00,1001,,24.4,,74,1.4,75,,,0,,,,
11087,2017/4/7 00:00,1000.7,,24.3,,73,1.2,118,,,0,,,,
11088,2017/4/7 01:00,1000,,23.8,,75,1.4,134,,,0,,,,
11089,2017/4/7 02:00,999.6,,22.8,,79,0.9,182,,,0,,,,
11090,2017/4/7 03:00,1000,,22.4,,81,0.6,70,,,0,,,,
11091,2017/4/7 04:00,1000,,22.4,,81,0.7,89,,,0,,,,
11092,2017/4/7 05:00,X,,X,,X,X,X,,,0,,,,
11093,2017/4/7 06:00,X,,X,,X,X,X,,,0,,,,
11094,2017/4/7 07:00,999.3,,25.1,,65,1.3,164,,,0,,,,
11095,2017/4/7 08:00,1000.9,,26.3,,64,1.3,354,,,0,,,,
11096,2017/4/7 09:00,1002,,27.5,,60,2.4,336,,,0,,,,
11097,2017/4/7 10:00,1002.1,,27.2,,59,2.5,330,,,0,,,,
11098,2017/4/7 11:00,1001.3,,26.9,,60,1.2,333,,,0,,,,
11099,2017/4/7 12:00,1000.6,,28.2,,57,1.3,47,,,0,,,,
11100,2017/4/7 13:00,1000.2,,29.3,,53,1.5,4,,,0,,,,
11101,2017/4/7 14:00,998.9,,30.1,,49,1.4,200,,,0,,,,
11102,2017/4/7 15:00,998.9,,29.4,,51,1.5,223,,,0,,,,
11103,2017/4/7 16:00,999.1,,27.8,,60,1.8,232,,,0,,,,
11104,2017/4/7 17:00,999.5,,26.4,,62,1,242,,,0,,,,
11105,2017/4/7 18:00,1000,,24.8,,69,0.4,257,,,0,,,,
11106,2017/4/7 19:00,1000.7,,24,,74,1.1,43,,,0,,,,
11107,2017/4/7 20:00,1001,,23.2,,81,1.4,49,,,0,,,,
11108,2017/4/7 21:00,1001.2,,22.6,,83,0.5,20,,,0,,,,
11109,2017/4/7 22:00,1001.4,,22,,86,1.2,45,,,0,,,,
11110,2017/4/7 23:00,1000.9,,22.6,,74,0.8,58,,,0,,,,
11111,2017/4/8 00:00,1000.8,,22.5,,69,1.2,103,,,0,,,,
11112,2017/4/8 01:00,1000.3,,22.5,,65,1.5,108,,,0,,,,
11113,2017/4/8 02:00,1000,,22.2,,64,1.7,105,,,0,,,,
11114,2017/4/8 03:00,999.9,,22.2,,61,1.4,109,,,0,,,,
11115,2017/4/8 04:00,1000.6,,22,,60,2.3,108,,,0,,,,
11116,2017/4/8 05:00,1000.9,,22.3,,58,2.2,110,,,0,,,,
11117,2017/4/8 06:00,1001.5,,23.1,,54,1.7,105,,,0,,,,
